dosen,judul
IRA ROSIANAL HIKMAH,KEDUDUKAN DAN PERANAN LEMBAGA SANDI NEGARA SEBAGAI APARATUR PEMERINTAHAN
RAY NOVITA YASA,Implementasi Skema Elliptic Curve Signcryption dalam Aplikasi Pengamanan File Signcryption
SETIYO CAHYONO,Rancang Bangun Aplikasi Digital Signature Dengan Pemanfaatan AET63BIOTRUSTKEY Sebagai Salah Satu Solusi Untuk Real-Time Signing
SA'AADAH SAJJANA CARITA,Modifikasi Aplikasi Svoip dengan Memanfaatkan Schnorr Signcryption Sebagai Alternatif Pengamanan Dalam Proses Pertukaran Kunci dan Otentikasi
IRA ROSIANAL HIKMAH,Desain Algoritma Block Cipher Wanda
SEPHA SISWANTYO,Kesesuaian Kompetensi Lulusan Sekolah Tinggi Sandi Negara dengan Kebutuhan Stakeholder-nya Ditinjau dengan Menggunakan Metode Tracer Study
ARIZAL,PERANAN MM-MOVEMENT PADA SHIFT REGISTERS MSEIN SANDI ELEKTRONIK
DIMAS FEBRIYAN PRIAMBODO,APLIKASI PERSAMAAN POLYNOMIAL PADA SHIFT REGISTER
ANDRIANI ADI LESTARI,Upaya Peningkatan Kualitas Dan Kuantitas Personil Sandi Dalam Rangka Mendukung Pengembangan Organisasi Sandi Kejaksaan
MOHAMAD SYAHRAL,Peranan Persandian Sesuai Fungsi Dan Tugasnya Dalam Kegiatan Intelijen Di Indinesia
MOHAMAD SYAHRAL,Pencarian karakteristik diferensial 3 round algoritme QTL
DION OGI,Penerapan Sistim sandi Khususnya Algoritma Mesin sandi H-460 Ke dDalam sistim Mikroprosesor M-6800
AGUS REZA ARISTIADI NURWA,Lembaga Sandi Negara Sebagai Koordinator Pengatur Dan Penyelenggara Hubungan Persandian dalam Upaya Meningkatkan Peranan Persandian Di Forum Nasional
RAY NOVITA YASA,Uji Keacakan Teks Sandi Hasil Penyandian Algoritma HCA-460 Modifikasi Feedback with shif Register  dengan Metode Chi-Square Goodness Of Fit dan Uji Indenpendensi Antara Teks Sandi dan Teks Terang
SA'AADAH SAJJANA CARITA,DESAIN PROTOCOL AUTHENTICATED KEY AGREEMENT PROSIGN BERBASIS ID-BASED PROXY SIGNCRYPTION SCHEME MENGGUNAKAN WEIL PAIRING
ARIZAL,Rekonstruksi command and control server malware dengan menggunakan metode network protocol reverse engineering
SEPHA SISWANTYO,Pemanfaatan Metode Transfer Berita Pada Mesin Sandi HC-530 Modifikasi ARQ Dalam Jaringan Komunikasi Sandi TNI AD
MAGFIRAWATY,MONOGRAPHIC DAN DIGRAPHIC LINEAR TRANSFORMATION DENGAN ANALISANYA
DIMAS FEBRIYAN PRIAMBODO,APLIKASI FILE ENCRYPTION PADA PERANGKAT KERAS BERBASIS SISTEM OPERASI ANDROID DENGAN PATTERN CODE UNTUK NILAI AWAL PEMBANGKITAN KUNCI ALGORITMA AES
DIMAS FEBRIYAN PRIAMBODO,KEDUDUKAN DAN PERANAN BADAN PERSANDIAN DI KEJAKSAAN AGUNG
DIMAS FEBRIYAN PRIAMBODO,AntisipasiTerhadap Anti Virus Komputer Dengan Memanfaatkan Aplikasi Manajemen guna Menunjang Upaya Pengamanan Data
SA'AADAH SAJJANA CARITA,"OPTIMALISASI KAMAR SANDI DALAM RANGKA PENGAMANAN INFORMASI RAHASIA DI KEMENTRIAN KOORDINATOR BIDANG POLITIK, HUKUM DAN KEAMANAN RI"
AGUS REZA ARISTIADI NURWA,Analisis Dampak Strategis Penyelenggaraan Otoritas Sertifikat Digital Pengadaan Barang/Jasa Secara Elektronik (OSD PSE) oleh Lembaga Sandi Negara (Lemsaneg)
NIA YULIANTI,Rancang Bangun Cyber Security Maturity (CSM) Tools Multi-Platform App Sebagai Inovasi Layanan Direktorat Keamanan Siber dan Sandi Industri
DIMAS FEBRIYAN PRIAMBODO,Pencarian pesan palsu menggunakan metode universal forgery pada variasi konstruksi CBC-MAC berbasis Simeck 32/64
TIYAS YULITA,Perbandingan skema fungsi hash TDM dan ADM berbasis simeck 32/64 berdasarkan cryptographic randomness testing
TIYAS YULITA,TINJAUAN RENCANA PENGGUNAAN ALLFAX 3000 DI JAJARAN DEPARTEMEN DALAM NEGERI DALAM RANGKA MENDUKUNG KEGIATAN OPERASIONAL PERSANDIAN
SA'AADAH SAJJANA CARITA,Analisis forensik digital pada aplikasi Instagram berbasis Android berdasarkan metodologi Anglano et al
SA'AADAH SAJJANA CARITA,Implementasi algoritma stream cipher salsa20 sebagai alternatif ciphersuites SSL-VPN untuk pengamanan VoIP (voice over internet protocol)
NIA YULIANTI,Implementasi Skema Digital Certificate Based Security Payment for Qr Code Applications untuk Menjamin Autentikasi Merchant
ARIZAL,Implementasi skema user-participating authentication berbasis visual cryptography dan captcha pada aplikasi sistem login berbasis web
NURUL QOMARIASIH,Perbandingan Compact Disc dan Buku Sebagai Media Penyimpanan Kunci
JECKSON SIDABUTAR,Studi implikasi ransomware berbasis Windows pada sistem operasi Linux menggunakan compatibility layer wine berdasarkan analisis dinamis
I KOMANG SETIA BUANA,PENGEMBANGAN ELEKTRONIKA PADA MESIN-MESIN SANDI ELEKTRONIK
MOHAMAD SYAHRAL,Penerapan Fair Blind Signature With Observer Pada Desain Protokol Digital Cash
IRA ROSIANAL HIKMAH,Penerapan Diceware sebagai salah satu Metode Pengamanan Passphrase Dalam Suatu Aplikasi Penyandian Data
DIMAS FEBRIYAN PRIAMBODO,Perancangan dokumen kebijakan kendali akses fisik bagi Non Pegawai Negeri Sipil Sekolah Tinggi Sandi Negara menggunakan SNI ISO/ IEC 27001:2013
IRA ROSIANAL HIKMAH,Perancangan secure enterprise architecture sistem informasi terintegrasi Sekolah Tinggi Sandi Negara menggunakan enterprise architecture planning
DIMAS FEBRIYAN PRIAMBODO,CARA/RUMUS UNTUK : MENENTUKAN TITIK AWAL PENGGUNAAN KUNCI DARI SUATU RANGKAIAN KUNCI MESIN SANDI HG C-52 BERDASARKAN PASANGAN E-NYA
JECKSON SIDABUTAR,Penerapan Group Key Agreement Protocol Sebagai Upaya Peningkatan Keamanan Pada Aplikasi Group Instant Messaging (GIM)
ARIZAL,Modifikasi Aplikasi Peer to Peer Tine VPN dengan Mererapkan Elliptic Curve Signcryption Scheme 1 pada  Sistem Operasi Android
ARIZAL,Pendekatan dengan distribusi frekuensi dalam analisa sistem subtitusi homophonic bilinear
AGUS REZA ARISTIADI NURWA,SQUARE ATTACK TERHADAP ADVANCED ENCRYPTION STANDARD (AES) 128 BIT
ARIZAL,TINJAUAN MATA KULIAH MATEMATIKA DALAM MENDUKUNG KRIPTOLOGI DI AKADEMI SANDI NEGARA
AGUS REZA ARISTIADI NURWA,Teori Dasar Cyclic Redundancy Check (CRC) Sebagai Pendeteksi kesalahaan
MOHAMAD SYAHRAL,Pemrosesan Algoritma Sistem Sandi Vigenere Dan Sistem Sandi Karya Pada Mikroprosesor Z80
JECKSON SIDABUTAR,Rancang Bangun Sistem Ujian Online Menggunakan Algoritma RSA dan USB Dongle sebagai Pengamanan Ujian Elektronik Berbasis Web (Studi Kasus: Sekolah Tinggi Snadi Negara)
RAY NOVITA YASA,Upaya Pengembangan Jaring Persandian Di Tingkat Kodam Untuk Mendukung Pengamanan Berita Berklasifikasi
TIYAS YULITA,Tinjauan Pemakaian Mesin Sandi Elektronis HS-520 Di Kejaksaan Agung R.I. Menuju Efesiensi Dan Efektifitas
TIYAS YULITA,"Pengenalan Ciri-Ciri Kesalahan Pasangan PIN, LUG, dan Roda TEP Pada Mesin HG C_52"
TIYAS YULITA,Analisis formal protokol autentikasi Gope menggunakan Scyther
DIMAS FEBRIYAN PRIAMBODO,Konstruksi Substitution Box (S-Box) Dengan Menggunakan Metode Rekursif
AGUS REZA ARISTIADI NURWA,ANALISIS KEBUTUHAN PENDIDIKAN DAN PELATIHAN TEKNIS BAGI SANDIMAN PADA UNIT TEKNIS PERSANDIAN PUSAT
TIYAS YULITA,Usaha-Usaha Penerbitan Kawat-Mengawat Dalam Lingkungan Departemen Luar Negeri Dengan Perwakilan R.I. Di Luar Negeri
AGUS REZA ARISTIADI NURWA,Motivasi Kerja Pegawai Deputi III Lembaga Sandi Negara
DIMAS FEBRIYAN PRIAMBODO,Perancangan Data Base Mahasiswa di Unit Pelaksanaan Teknis Akademi Sandi Negara dengan Menggunakan Tambahan Pengamanan Password
